,Phase U,Phase V
1,-0.16757813096046448,0.559765636920929
2,-0.1845703125,0.4908203184604645
3,-0.2689453065395355,0.4673828184604645
4,-0.38066408038139343,0.5279297232627869
5,-0.34589844942092896,0.4751953184604645
6,-0.3853515684604645,0.45332032442092896
7,-0.4771484434604645,0.5035156607627869
8,-0.4322265684604645,0.4828124940395355
9,-0.46074220538139343,0.4583984315395355
10,-0.521484375,0.4521484375
11,-0.48945313692092896,0.40703126788139343
12,-0.537890613079071,0.3232421875
13,-0.580859363079071,0.22421875596046448
14,-0.555468738079071,0.16386719048023224
15,-0.5826172232627869,0.09453125298023224
16,-0.5882812738418579,0.01894531212747097
17,-0.5638672113418579,0.02988281287252903
18,-0.566601574420929,-0.0052734375931322575
19,-0.530468761920929,-0.08261718600988388
20,-0.4849609434604645,-0.09882812947034836
21,-0.4117187559604645,-0.21269531548023224
22,-0.2806640565395355,-0.3656249940395355
23,-0.22636719048023224,-0.3857421875
24,-0.16757813096046448,-0.4566406309604645
25,-0.0458984375,-0.5523437857627869
26,-0.06855469197034836,-0.49921876192092896
27,-0.0625,-0.5210937857627869
28,0.04746093973517418,-0.5824218988418579
29,0.008203125558793545,-0.5201172232627869
30,0.03066406212747097,-0.533398449420929
31,0.19492188096046448,-0.5679687857627869
32,0.19062499701976776,-0.519335925579071
33,0.244140625,-0.5218750238418579
34,0.4117187559604645,-0.530468761920929
35,0.37285158038139343,-0.49140626192092896
36,0.3910156190395355,-0.5082031488418579
37,0.532031238079071,-0.5152344107627869
38,0.47265625,-0.5091797113418579
39,0.47675782442092896,-0.522265613079071
40,0.591992199420929,-0.4810546934604645
41,0.537109375,-0.4253906309604645
42,0.535351574420929,-0.3402343690395355
43,0.622265636920929,-0.20273438096046448
44,0.5810546875,-0.16582031548023224
45,0.571484386920929,-0.12343750149011612
46,0.621289074420929,-0.0107421875
47,0.6011719107627869,-0.04472656175494194
48,0.5791015625,-0.02988281287252903
49,0.5755859613418579,0.10332031548023224
50,0.5123047232627869,0.11367187649011612
51,0.3919921815395355,0.20781250298023224
52,0.291015625,0.4085937440395355
53,0.22265625,0.41015625
54,0.14003907144069672,0.44609376788139343
55,0.05781250074505806,0.5908203125
56,0.06328125298023224,0.527148425579071
57,0.03164062649011612,0.512499988079071
58,-0.02714843861758709,0.6263672113418579
59,-0.0015625000232830644,0.5443359613418579
60,-0.05546874925494194,0.5289062857627869
61,-0.17617188394069672,0.620898425579071
62,-0.20429687201976776,0.5650390982627869
63,-0.3031249940395355,0.548632800579071
64,-0.43925783038139343,0.607226550579071
65,-0.42304688692092896,0.556445300579071
66,-0.4761718809604645,0.546093761920929
67,-0.5589843988418579,0.573046863079071
68,-0.5123047232627869,0.5537109375
69,-0.5474609732627869,0.526562511920929
70,-0.6039062738418579,0.5042968988418579
71,-0.5775390863418579,0.4400390684604645
72,-0.616015613079071,0.3333984315395355
73,-0.651562511920929,0.22265625
74,-0.6279296875,0.1650390625
75,-0.634960949420929,0.07695312798023224
76,-0.642578125,0.0062500000931322575
77,-0.630859375,0.02304687537252903
78,-0.6265625357627869,-0.02304687537252903
79,-0.5738281607627869,-0.12070312350988388
80,-0.4984374940395355,-0.17031250894069672
81,-0.40214845538139343,-0.2972656190395355
82,-0.2626953125,-0.4457031190395355
83,-0.19414062798023224,-0.4498046934604645
84,-0.15117187798023224,-0.5
85,-0.03691406175494194,-0.5873047113418579
86,-0.06718750298023224,-0.529492199420929
87,-0.06562500447034836,-0.5550781488418579
88,0.05390625074505806,-0.618945300579071
89,0.01777343824505806,-0.5615234375
90,0.05058593675494194,-0.584765613079071
91,0.24589844048023224,-0.613085925579071
92,0.25312501192092896,-0.561328113079071
93,0.30878907442092896,-0.569531261920929
94,0.4749999940395355,-0.5746093988418579
95,0.4332031309604645,-0.5380859375
96,0.4417968690395355,-0.546679675579071
97,0.573437511920929,-0.5482422113418579
98,0.5140625238418579,-0.5453125238418579
99,0.504687488079071,-0.533398449420929
100,0.6156250238418579,-0.4781250059604645
101,0.5771484375,-0.42070314288139343
102,0.582226574420929,-0.32929688692092896
103,0.6693359613418579,-0.181640625
104,0.627734363079071,-0.13945312798023224
105,0.6162109375,-0.10097656399011612
106,0.6666015982627869,0.0074218749068677425
107,0.631640613079071,-0.02207031287252903
108,0.591796875,-0.0011718750465661287
109,0.543749988079071,0.15976563096046448
110,0.4554687440395355,0.18476562201976776
111,0.35566407442092896,0.2583984434604645
112,0.2525390684604645,0.44609376788139343
113,0.19746093451976776,0.4310546815395355
114,0.12539063394069672,0.4609375
115,0.04335937649011612,0.6025390625
116,0.052734375,0.541210949420929
117,0.01894531212747097,0.523242175579071
118,-0.04863281175494194,0.6333984732627869
119,-0.02988281287252903,0.5638672113418579
120,-0.10390625149011612,0.543749988079071
121,-0.24550782144069672,0.62890625
122,-0.26445314288139343,0.5667968988418579
123,-0.34394532442092896,0.5380859375
124,-0.45976564288139343,0.5865234732627869
125,-0.42109376192092896,0.528515636920929
126,-0.46562501788139343,0.5185546875
127,-0.552539050579071,0.5601562857627869
128,-0.5123047232627869,0.5406250357627869
129,-0.548632800579071,0.509765625
130,-0.6128906607627869,0.47285157442092896
131,-0.592578113079071,0.3876953125
132,-0.625781238079071,0.2669921815395355
133,-0.642382800579071,0.14218750596046448
134,-0.609570324420929,0.10019531100988388
135,-0.628125011920929,0.05156249925494194
136,-0.6255859732627869,-0.012500000186264515
137,-0.601757824420929,0.007617187686264515
138,-0.58984375,-0.04121093824505806
139,-0.5179687738418579,-0.154296875
140,-0.44062501192092896,-0.20097656548023224
141,-0.3359375,-0.328125
142,-0.19257812201976776,-0.4740234315395355
143,-0.15703125298023224,-0.4664062559604645
144,-0.119140625,-0.5166015625
145,-0.01132812537252903,-0.5986328125
146,-0.046875,-0.537890613079071
147,-0.03789062425494194,-0.557421863079071
148,0.08554687350988388,-0.6048828363418579
149,0.06757812947034836,-0.531445324420929
150,0.12031250447034836,-0.5376953482627869
151,0.29609376192092896,-0.564257800579071
152,0.2777343690395355,-0.506054699420929
153,0.3095703125,-0.511523425579071
154,0.4615234434604645,-0.5208984613418579
155,0.4105468690395355,-0.4876953065395355
156,0.4173828065395355,-0.504101574420929
157,0.537109375,-0.4951171875
158,0.47636720538139343,-0.4808593690395355
159,0.4730468690395355,-0.4677734375
160,0.581250011920929,-0.3818359375
161,0.5376953482627869,-0.310546875
162,0.53515625,-0.236328125
163,0.605664074420929,-0.109375
164,0.5660156607627869,-0.10195312649011612
165,0.5482422113418579,-0.083984375
166,0.5835937857627869,0.02617187611758709
167,0.547070324420929,-0.008203125558793545
168,0.5025390982627869,0.0205078125
169,0.455078125,0.19199219346046448
170,0.37578126788139343,0.21894530951976776
171,0.265625,0.2992187440395355
172,0.16562500596046448,0.48261719942092896
173,0.13066406548023224,0.4521484375
174,0.06660156697034836,0.4605468809604645
175,0.0023437500931322575,0.576953113079071
176,0.02910156361758709,0.49335938692092896
177,-0.0023437500931322575,0.4697265625
178,-0.06894531100988388,0.569531261920929
179,-0.05683593824505806,0.49296876788139343
180,-0.13359375298023224,0.470703125
181,-0.26445314288139343,0.554492175579071
182,-0.26953125,0.484375
183,-0.33515626192092896,0.4585937559604645
184,-0.4369140565395355,0.51171875
185,-0.39453125,0.4740234315395355
186,-0.43476563692092896,0.466796875
187,-0.509960949420929,0.4935546815395355
188,-0.4593749940395355,0.4613281190395355
189,-0.4925781190395355,0.4205078184604645
190,-0.536328136920929,0.34687501192092896
191,-0.5042968988418579,0.2730468809604645
192,-0.5302734375,0.18125000596046448
193,-0.552929699420929,0.095703125
194,-0.5322265625,0.08164062350988388
195,-0.5517578125,0.03652343899011612
196,-0.5550781488418579,-0.02207031287252903
197,-0.5406250357627869,-0.0007812500116415322
198,-0.5169922113418579,-0.0654296875
199,-0.41582033038139343,-0.20351563394069672
200,-0.3355468809604645,-0.24882812798023224
